alternative_id,dataset_id,subset,g1,g2,g3,g4,class_label,class_index
a30,polish_research_units_ta,TA,0.560177481974487,0.0638663782995023,0.0527027027027027,0.3068181818181818,Cl2,2
a43,polish_research_units_ta,TA,0.2512479201331115,0.17434921958464702,0.03108108108108108,0.6022727272727273,Cl2,2
a44,polish_research_units_ta,TA,0.24875207986688852,0.35805300049508815,0.0,0.48863636363636365,Cl2,2
a45,polish_research_units_ta,TA,0.5263449805879089,0.027229851212966096,0.0,0.4318181818181818,Cl2,2
a46,polish_research_units_ta,TA,0.42983915696062114,0.10529744378143156,0.0,0.14772727272727273,Cl2,2
a47,polish_research_units_ta,TA,0.10870770937326676,0.2837897699142715,0.0,0.6022727272727273,Cl2,2
a48,polish_research_units_ta,TA,0.031336661120354985,0.2942126794694739,0.0,0.48863636363636365,Cl1,1
a49,polish_research_units_ta,TA,0.42235163616195226,0.26958855564530837,0.0,0.6590909090909091,Cl3,3
a50,polish_research_units_ta,TA,0.5113699389905711,0.40886468457669956,0.0,0.375,Cl2,2
a51,polish_research_units_ta,TA,0.3657792567942318,0.13396044505823798,0.0,0.20454545454545456,Cl2,2
a52,polish_research_units_ta,TA,0.5704381586245146,0.48964223362951764,0.0,0.6022727272727273,Cl3,3
a53,polish_research_units_ta,TA,0.20438158624514693,0.37238450113349136,0.0,0.7159090909090909,Cl2,2
a54,polish_research_units_ta,TA,0.6683305601774819,0.19175547854183495,0.0,0.48863636363636365,Cl3,3
a55,polish_research_units_ta,TA,0.5083194675540764,0.27597258774786976,0.0,0.20454545454545456,Cl2,2
a56,polish_research_units_ta,TA,0.23377703826955076,0.08054303358782604,0.0,0.375,Cl2,2
a57,polish_research_units_ta,TA,0.023571824736550184,0.3984417750214972,0.0,0.6022727272727273,Cl1,1
a58,polish_research_units_ta,TA,0.7332224070992791,0.14177762722463974,0.0662162162162162,0.6590909090909091,Cl4,4
a59,polish_research_units_ta,TA,0.3754853022739878,0.25252104124866454,0.01081081081081081,0.4659090909090909,Cl2,2
a60,polish_research_units_ta,TA,0.5729339988907377,0.49795450399979146,0.03513513513513514,0.7727272727272727,Cl3,3
a61,polish_research_units_ta,TA,0.4132002218524681,0.750566745707064,0.013513513513513514,0.7727272727272727,Cl3,3
a62,polish_research_units_ta,TA,0.2795341098169717,0.4310133673815045,0.0,0.375,Cl2,2
a63,polish_research_units_ta,TA,0.4356627842484747,0.09884826849415014,0.012162162162162161,0.7727272727272727,Cl2,2
a64,polish_research_units_ta,TA,0.10759844703272325,0.446647731714308,0.0027027027027027024,0.5454545454545454,Cl1,1
a65,polish_research_units_ta,TA,0.6073211314475873,0.23428094952706044,0.0,0.3181818181818182,Cl3,3
a66,polish_research_units_ta,TA,0.21214642262895175,0.7241576986215702,0.01081081081081081,0.6590909090909091,Cl2,2
a67,polish_research_units_ta,TA,0.5640599001663894,0.6025223441123588,0.01081081081081081,1.0,Cl3,3
a68,polish_research_units_ta,TA,0.30892956184137543,0.0388513953670167,0.0,0.03409090909090909,Cl2,2
a74,polish_research_units_ta,TA,0.31863560732113144,0.38702868905855065,0.23513513513513512,0.6590909090909091,Cl2,2
a75,polish_research_units_ta,TA,0.6755407653910149,0.23508872501758862,0.08513513513513513,0.6590909090909091,Cl3,3
a76,polish_research_units_ta,TA,0.70687742651137,0.3384970164421398,0.38513513513513514,0.6022727272727273,Cl3,3
a77,polish_research_units_ta,TA,0.7021630615640598,0.31856320191781534,0.22297297297297294,0.23863636363636365,Cl3,3
a78,polish_research_units_ta,TA,0.40682196339434273,0.25034525887901604,0.4054054054054054,0.4318181818181818,Cl3,3
a79,polish_research_units_ta,TA,0.3336106489184692,0.2703051306772285,0.028378378378378376,1.0,Cl2,2
a80,polish_research_units_ta,TA,0.5837493067110372,0.3033196966933319,0.06081081081081081,0.7159090909090909,Cl3,3
a81,polish_research_units_ta,TA,0.8119800332778702,0.08545482971571514,0.02162162162162162,0.5227272727272727,Cl2,2
a82,polish_research_units_ta,TA,0.6214642262895176,0.23799411105610127,0.22972972972972971,0.6590909090909091,Cl3,3
a83,polish_research_units_ta,TA,0.5440931780366055,0.4284076399927039,0.0,0.7159090909090909,Cl3,3
a84,polish_research_units_ta,TA,0.44065446478092063,0.28399822810537556,0.0,0.4318181818181818,Cl2,2
a85,polish_research_units_ta,TA,0.2983915696062118,0.4596763686583109,0.02702702702702703,0.14772727272727273,Cl2,2
a86,polish_research_units_ta,TA,0.7163061564059899,0.13823383797587094,1.0,0.6022727272727273,Cl3,3
a87,polish_research_units_ta,TA,0.5307820299500832,0.3593949501003204,0.01756756756756757,0.7727272727272727,Cl3,3
a88,polish_research_units_ta,TA,0.4217970049916805,0.11832608072543449,0.36351351351351346,0.3181818181818182,Cl2,2
a90,polish_research_units_ta,TA,0.5266222961730449,0.28900122469187267,0.008108108108108107,0.6022727272727273,Cl3,3
a91,polish_research_units_ta,TA,0.5443704936217416,0.26961461291919636,0.02162162162162162,0.6590909090909091,Cl3,3
a92,polish_research_units_ta,TA,0.7121464226289517,0.3189670896630794,0.0,0.5454545454545454,Cl3,3
a93,polish_research_units_ta,TA,0.5676650027731558,0.30202986163587564,0.0,0.5454545454545454,Cl2,2
a94,polish_research_units_ta,TA,0.7351636161952303,0.3361909477030513,0.12297297297297297,0.6590909090909091,Cl3,3
a95,polish_research_units_ta,TA,0.6625069328896284,0.2630351512624749,0.006756756756756757,0.7727272727272727,Cl4,4
a96,polish_research_units_ta,TA,0.2107598447032723,0.04797144122781874,0.0,0.14772727272727273,Cl1,1
a97,polish_research_units_ta,TA,0.07931225734886299,0.4583735049639106,0.0,0.4318181818181818,Cl1,1
a98,polish_research_units_ta,TA,0.7881308929561841,0.25444927951637697,0.049999999999999996,0.6590909090909091,Cl3,3
a99,polish_research_units_ta,TA,0.38214087631724897,0.2434009953878625,0.0,0.26136363636363635,Cl2,2
a100,polish_research_units_ta,TA,0.3569051580698835,0.07142298772702399,0.0,0.3977272727272727,Cl2,2
a101,polish_research_units_ta,TA,0.5321686078757625,0.07362482737056049,0.0,0.26136363636363635,Cl2,2
a102,polish_research_units_ta,TA,0.46200776483638367,0.13917189983583916,0.0,0.0,Cl2,2
a103,polish_research_units_ta,TA,0.24209650582362724,0.23688667691586102,0.0,0.20454545454545456,Cl2,2
a105,polish_research_units_ta,TA,0.3250138657792568,0.08288818823774656,0.01891891891891892,0.375,Cl2,2
a106,polish_research_units_ta,TA,0.4642262895174709,0.023217031034213197,0.02162162162162162,0.5454545454545454,Cl2,2
a107,polish_research_units_ta,TA,0.776760953965613,0.09129165906662844,0.01081081081081081,0.7159090909090909,Cl2,2
a108,polish_research_units_ta,TA,0.7251802551303382,0.1313547176694374,0.008108108108108107,0.26136363636363635,Cl2,2
a112,polish_research_units_ta,TA,0.4542429284525791,0.37628006357974825,0.014864864864864864,0.20454545454545456,Cl2,2
a113,polish_research_units_ta,TA,0.4633943427620632,0.04797144122781874,0.0,0.20454545454545456,Cl2,2
a115,polish_research_units_ta,TA,0.5629506378258459,0.14891732026995333,0.008108108108108107,0.6022727272727273,Cl2,2
a368,polish_research_units_ta,TA,0.4259567387687188,0.31245277119107795,0.014864864864864864,0.3181818181818182,Cl2,2
a369,polish_research_units_ta,TA,0.3211314475873544,0.3214295020454959,0.024324324324324322,0.8863636363636364,Cl2,2
a370,polish_research_units_ta,TA,0.755130338325014,0.026083331161893843,0.0635135135135135,0.4318181818181818,Cl3,3
a371,polish_research_units_ta,TA,0.4681087077093733,0.2121322667222555,0.05405405405405406,0.5454545454545454,Cl3,3
a373,polish_research_units_ta,TA,0.28674431503050474,0.027125622117414074,0.0,0.3181818181818182,Cl2,2
a374,polish_research_units_ta,TA,0.33998890737659454,0.3046355890246762,0.0,0.4318181818181818,Cl2,2
a375,polish_research_units_ta,TA,0.28702163061564057,0.07533157881022487,0.0,0.26136363636363635,Cl1,1
a376,polish_research_units_ta,TA,0.7997781475318914,0.06621153294942282,0.0,0.6590909090909091,Cl4,4
a377,polish_research_units_ta,TA,0.36550194120909596,0.01670271256221174,0.0,0.48863636363636365,Cl2,2
a409,polish_research_units_ta,TA,0.5501941209095952,0.03103421320061495,0.0554054054054054,0.26136363636363635,Cl2,2
a516,polish_research_units_ta,TA,0.5834719911259012,0.0,0.09324324324324323,0.48863636363636365,Cl2,2
a566,polish_research_units_ta,TA,0.28369384359400995,0.01560830705891549,0.0,0.2840909090909091,Cl2,2
a567,polish_research_units_ta,TA,0.20549084858569044,0.2746697240534695,0.0,0.6590909090909091,Cl2,2
a568,polish_research_units_ta,TA,0.45784803105934546,0.06230294186622195,0.0,0.09090909090909091,Cl2,2
a570,polish_research_units_ta,TA,0.30532445923460894,0.2434009953878625,0.0,0.3181818181818182,Cl2,2
a571,polish_research_units_ta,TA,0.817249029395452,0.34893295463428614,0.0,0.6022727272727273,Cl3,3
a572,polish_research_units_ta,TA,0.0,0.24991531385986396,0.0,0.26136363636363635,Cl1,1
a573,polish_research_units_ta,TA,0.5393788130892957,0.29942413424707504,0.0554054054054054,0.6590909090909091,Cl3,3
a654,polish_research_units_ta,TA,0.5432612312811981,0.06621153294942282,0.0,0.26136363636363635,Cl2,2
a672,polish_research_units_ta,TA,0.7739877981142541,0.19041352893660263,0.10405405405405405,0.26136363636363635,Cl2,2
