alternative_id,dataset_id,subset,g1,g2,g3,g4,class_label,class_index
a552,polish_research_units_hs,HS,0.36492207909197366,0.284434837915682,0.0076972418216805635,0.55,Cl2,2
a553,polish_research_units_hs,HS,0.42797946130979186,0.2568580101040918,0.0078041479580927935,0.8,Cl3,3
a554,polish_research_units_hs,HS,0.4160886406630033,0.29389255741078774,0.014753046824887747,0.55,Cl3,3
a555,polish_research_units_hs,HS,0.4445545446356184,0.48221959076876936,0.001496685909771221,0.8,Cl3,3
a558,polish_research_units_hs,HS,0.42383569047833525,0.024908602956765453,0.013149454778704297,0.1,Cl2,2
a564,polish_research_units_hs,HS,0.4449148725340059,0.0578115385212036,0.029185375240538804,0.2,Cl2,2
a565,polish_research_units_hs,HS,0.44788757769570303,0.1632374461571874,0.002245028864656831,0.45,Cl3,3
a574,polish_research_units_hs,HS,0.4201423295198631,0.23361446219239143,0.0054522129570237325,0.4,Cl3,3
a575,polish_research_units_hs,HS,0.39500945860733266,0.2698164819765548,0.0028864656831302116,0.45,Cl3,3
a576,polish_research_units_hs,HS,0.43311413386181424,0.11794484634437682,0.002245028864656831,0.65,Cl2,2
a577,polish_research_units_hs,HS,0.4300513467255202,0.30519631619498727,0.004169339320076972,0.7,Cl3,3
a578,polish_research_units_hs,HS,0.38636158904603185,0.2629339097250591,0.0025657472738935213,0.45,Cl2,2
a579,polish_research_units_hs,HS,0.3818574903161877,0.29407354165481653,0.0016035920461834508,0.5,Cl2,2
a580,polish_research_units_hs,HS,0.36194937393027654,0.05189593923066184,0.0054522129570237325,0.35,Cl2,2
a581,polish_research_units_hs,HS,0.35546347175930093,0.13017421026232376,0.002245028864656831,0.25,Cl2,2
a582,polish_research_units_hs,HS,0.4520313485271597,0.32146938522237795,0.0012828736369467607,0.5,Cl2,2
a583,polish_research_units_hs,HS,0.39032519592829473,0.34007456550853987,0.005772931366260423,0.6,Cl3,3
a584,polish_research_units_hs,HS,0.42302495270696333,0.19094871940719904,0.007376523412443874,0.45,Cl3,3
a585,polish_research_units_hs,HS,0.5104945500405369,0.14161758546334552,0.02106050887320932,0.6,Cl3,3
a586,polish_research_units_hs,HS,0.6124673452842085,0.16111734501284988,0.006735086593970494,0.3,Cl3,3
a587,polish_research_units_hs,HS,0.40735068912710565,0.34140350695755145,0.0032071840923669015,0.45,Cl3,3
a588,polish_research_units_hs,HS,0.35753535717502927,0.13498322017508935,0.0012828736369467607,0.2,Cl2,2
a590,polish_research_units_hs,HS,0.3508692910548599,0.4146297320916091,0.001710498182595681,0.45,Cl2,2
a591,polish_research_units_hs,HS,0.40518872173678044,0.4603204972412831,0.005559119093435963,0.75,Cl3,3
a595,polish_research_units_hs,HS,0.34285199531573735,0.18436089292455024,0.004383151592901432,0.45,Cl2,2
a596,polish_research_units_hs,HS,0.3443833888838843,0.5200556397275929,0.0008552490912978405,0.88,Cl2,2
a597,polish_research_units_hs,HS,0.41275560760291863,0.24514057304782638,0.003955527047252512,0.72,Cl3,3
a599,polish_research_units_hs,HS,0.4293306909287451,0.44802908158252625,0.005772931366260423,0.6,Cl3,3
a601,polish_research_units_hs,HS,0.36708404648229886,0.19840009928278532,0.0009621552277100704,0.65,Cl3,3
a602,polish_research_units_hs,HS,0.3663633906855238,0.270571444823075,0.001710498182595681,0.5,Cl2,2
