alternative_id,dataset_id,subset,g1,g2,g3,g4,class_label,class_index
a520,polish_research_units_nz,NZ,0.9280051253303435,0.08745637844125631,0.02095212836493834,0.85,Cl4,4
a521,polish_research_units_nz,NZ,0.5027628733883238,0.14865839472663822,0.0,0.47,Cl2,2
a522,polish_research_units_nz,NZ,0.5712340834467846,0.2318456766188445,0.0018565177032223846,0.88,Cl2,2
a527,polish_research_units_nz,NZ,0.1258108432770081,0.007157813105854983,0.13260840737302745,0.25,Cl1,1
a539,polish_research_units_nz,NZ,0.431328581724994,0.12365257851880573,0.014586924811033021,0.29,Cl1,1
a540,polish_research_units_nz,NZ,0.47217105790021624,0.12521132221791392,0.07121071475931574,0.7,Cl2,2
a541,polish_research_units_nz,NZ,0.5589813405942179,0.13517254749903063,0.011669539848826417,0.7,Cl2,2
a543,polish_research_units_nz,NZ,0.5331945223031953,0.1432415664986429,0.03222384299164567,0.8,Cl2,2
a544,polish_research_units_nz,NZ,0.5989429006166413,0.2068825126017836,0.10555629226892986,0.81,Cl3,3
a545,polish_research_units_nz,NZ,0.6806278529670857,0.16036060488561457,0.016841267736374486,0.8,Cl3,3
a547,polish_research_units_nz,NZ,0.5372787699207175,0.20063202791779758,0.12093886752420104,0.6,Cl3,3
a548,polish_research_units_nz,NZ,0.6545207015295907,0.13200077549437766,0.038323829730804934,0.78,Cl3,3
a549,polish_research_units_nz,NZ,0.5941379034195563,0.131981388134936,0.019891261105954117,0.6,Cl2,2
a559,polish_research_units_nz,NZ,0.5781212460959397,0.28279953470337343,0.001193475666357247,0.79,Cl3,3
a560,polish_research_units_nz,NZ,0.5699527508608954,0.5520201628538194,0.011139106219334305,0.53,Cl3,3
a561,polish_research_units_nz,NZ,0.5384800192199888,0.5236642109344707,0.001723909295849357,1.0,Cl3,3
a562,polish_research_units_nz,NZ,0.5443260991431088,0.20340442031795272,0.0007956504442381647,0.78,Cl2,2
a563,polish_research_units_nz,NZ,0.5071674541523183,0.08283443195036835,0.001723909295849357,0.4,Cl2,2
a592,polish_research_units_nz,NZ,0.9119083847201089,0.1940635905389686,0.1265084206338682,0.85,Cl4,4
a593,polish_research_units_nz,NZ,0.7839352927044125,0.2602248933695231,0.0285108075852009,0.8,Cl2,2
a600,polish_research_units_nz,NZ,0.5774004965163769,0.21486234974796434,0.014321707996286966,0.73,Cl3,3
a605,polish_research_units_nz,NZ,0.8178105229438616,0.5450911205893757,0.04071078106351943,0.9,Cl3,3
a611,polish_research_units_nz,NZ,0.675102106190438,0.25117875145405194,0.03142819254740751,0.7,Cl3,3
a619,polish_research_units_nz,NZ,0.7530231440698326,0.2394377665761923,0.025328205808248242,0.76,Cl3,3
a620,polish_research_units_nz,NZ,0.6217666373027949,1.0,0.018299960217477786,1.0,Cl3,3
a621,polish_research_units_nz,NZ,0.6372227116200848,0.18737882900348973,0.007558679220262565,0.51,Cl3,3
a622,polish_research_units_nz,NZ,0.8759509890285897,0.10259790616518032,0.030499933695796313,0.65,Cl3,3
a623,polish_research_units_nz,NZ,0.8226155201409465,0.4117875145405196,0.08075852009017372,0.89,Cl4,4
a624,polish_research_units_nz,NZ,0.838552094177945,0.3626483132997286,0.03858904654555099,0.64,Cl3,3
a629,polish_research_units_nz,NZ,0.7100985024425402,0.2007910042652191,0.08128895371966582,0.88,Cl3,3
a639,polish_research_units_nz,NZ,0.48458396732601905,0.08267157813105855,0.0037130354064447693,0.33,Cl2,2
a658,polish_research_units_nz,NZ,0.6478737887402899,0.054780922838309425,0.03752817928656677,0.5,Cl2,2
a660,polish_research_units_nz,NZ,0.8324657643949708,0.6351609150833656,0.03805861291605888,0.76,Cl3,3
a667,polish_research_units_nz,NZ,0.4385360775206214,0.1298371461806902,0.009680413738231005,0.53,Cl2,2
a673,polish_research_units_nz,NZ,0.7241130776007048,0.28027142303218305,0.012863015515183663,0.43,Cl2,2
